show_id,title,type,genres,year_added,rating
73544,Warrior,tv show,Western,2019,7.966
89766,Golpe de Sorte,tv show,Soap,2019,0.0
89766,Golpe de Sorte,tv show,Drama,2019,0.0
89766,Golpe de Sorte,tv show,Crime,2019,0.0
91291,Celebrity Gogglebox,tv show,Reality,2019,6.867
122623,Enfermeras,tv show,Drama,2019,7.665
90761,The Untamed,tv show,Action & Adventure,2019,8.4
90761,The Untamed,tv show,Drama,2019,8.4
90761,The Untamed,tv show,Mystery,2019,8.4
97854,Ricky Zoom,tv show,Animation,2019,6.0
97854,Ricky Zoom,tv show,Kids,2019,6.0
97854,Ricky Zoom,tv show,Family,2019,6.0
97854,Ricky Zoom,tv show,Comedy,2019,6.0
87478,Isekai Quartet,tv show,Comedy,2019,6.9
87478,Isekai Quartet,tv show,Animation,2019,6.9
91083,Golden Garden,tv show,Mystery,2019,6.3
92186,Raya Knows Everything,tv show,Comedy,2019,6.8
92186,Raya Knows Everything,tv show,Mystery,2019,6.8
92186,Raya Knows Everything,tv show,Crime,2019,6.8
91801,Welcome to Demon School! Iruma-kun,tv show,Animation,2019,8.4
91801,Welcome to Demon School! Iruma-kun,tv show,Comedy,2019,8.4
91801,Welcome to Demon School! Iruma-kun,tv show,Sci-Fi & Fantasy,2019,8.4
91801,Welcome to Demon School! Iruma-kun,tv show,Action & Adventure,2019,8.4
86189,Betty in New York,tv show,Comedy,2019,8.0
86189,Betty in New York,tv show,Family,2019,8.0
87525,Russian Affairs,tv show,Drama,2019,6.7
87525,Russian Affairs,tv show,Mystery,2019,6.7
94796,Crash Landing on You,tv show,Drama,2019,8.496
94796,Crash Landing on You,tv show,Comedy,2019,8.496
87623,Hercai,tv show,Drama,2019,7.8
95286,Diplomatic Situation,tv show,Drama,2019,8.7
87456,Mix: Meisei Story,tv show,Animation,2019,6.9
87456,Mix: Meisei Story,tv show,Drama,2019,6.9
91552,Departure,tv show,Drama,2019,6.7
91552,Departure,tv show,Crime,2019,6.7
96246,#LikeMe,tv show,Drama,2019,7.1
96246,#LikeMe,tv show,Family,2019,7.1
96246,#LikeMe,tv show,Comedy,2019,7.1
95594,Fast & Furious Spy Racers,tv show,Animation,2019,7.0
95594,Fast & Furious Spy Racers,tv show,Action & Adventure,2019,7.0
95594,Fast & Furious Spy Racers,tv show,Kids,2019,7.0
95594,Fast & Furious Spy Racers,tv show,Family,2019,7.0
99729,Rev & Roll,tv show,Animation,2019,4.5
99729,Rev & Roll,tv show,Kids,2019,4.5
124265,"Yes, I Do",tv show,Reality,2019,8.0
120631,Yo soy,tv show,Reality,2019,2.0
94952,Gracious Revenge,tv show,Drama,2019,5.5
86201,La Guzmán: La Reina Del Rock,tv show,Drama,2019,7.3
88055,Servant,tv show,Drama,2019,7.6
88055,Servant,tv show,Mystery,2019,7.6
87615,Mother of Mine,tv show,Family,2019,7.3
87615,Mother of Mine,tv show,Drama,2019,7.3
87164,The Heaven Sword and the Dragon Saber,tv show,Drama,2019,7.273
87164,The Heaven Sword and the Dragon Saber,tv show,Action & Adventure,2019,7.273
88639,Spirit Sword Sovereign,tv show,Sci-Fi & Fantasy,2019,9.0
88639,Spirit Sword Sovereign,tv show,Animation,2019,9.0
88639,Spirit Sword Sovereign,tv show,Action & Adventure,2019,9.0
88088,The Last Drive-in with Joe Bob Briggs,tv show,Comedy,2019,7.184
89719,Joko & Klaas gegen ProSieben,tv show,Comedy,2019,6.4
86053,The Legend of Hao Lan,tv show,Drama,2019,5.4
83135,The Twilight Zone,tv show,Sci-Fi & Fantasy,2019,6.7
83135,The Twilight Zone,tv show,Mystery,2019,6.7
83135,The Twilight Zone,tv show,Drama,2019,6.7
89456,Primal,tv show,Action & Adventure,2019,8.612
89456,Primal,tv show,Animation,2019,8.612
89456,Primal,tv show,Drama,2019,8.612
96761,The Best Partner,tv show,Drama,2019,5.6
219247,Obsession,tv show,Drama,2019,0.0
99791,Amor sem Igual,tv show,Soap,2019,8.0
99791,Amor sem Igual,tv show,Drama,2019,8.0
90180,Jezabel,tv show,Soap,2019,7.4
90180,Jezabel,tv show,Drama,2019,7.4
90271,My Sweet Lie,tv show,Comedy,2019,7.6
85904,Temptation Island,tv show,Reality,2019,6.8
93544,Top Boy,tv show,Crime,2019,7.991
93544,Top Boy,tv show,Drama,2019,7.991
93544,Top Boy,tv show,Action & Adventure,2019,7.991
86942,Undercover,tv show,Crime,2019,7.5
86942,Undercover,tv show,Drama,2019,7.5
91200,Bahu Begum,tv show,Drama,2019,8.0
91200,Bahu Begum,tv show,Family,2019,8.0
90877,A Black Lady Sketch Show,tv show,Comedy,2019,7.243
84669,The Quintessential Quintuplets,tv show,Animation,2019,8.469
84669,The Quintessential Quintuplets,tv show,Drama,2019,8.469
